gene	avg_log2FC	pct.1	pct.2	p_val	p_val_adj	n1	n2
METTL17	-0.837074120370203	0.071	0.139	1.40914786942311e-10	3.45396234274298e-06	1579	2112
POLR2E	-0.648861357066372	0.144	0.228	1.43354583316485e-10	3.51376419167037e-06	1579	2112
ZNF83	-0.379496102833865	0.225	0.328	1.4342680353305e-10	3.51553438139859e-06	1579	2112
TOMM70	-0.438780808662866	0.168	0.261	1.43439250378393e-10	3.51583946602479e-06	1579	2112
ITGB2-AS1	1.35088026790514	0.062	0.021	1.44547242379903e-10	3.54299745797379e-06	1579	2112
TTN-AS1	-0.44519446756203	0.244	0.346	1.44622341199122e-10	3.54483820513167e-06	1579	2112
MTFR1	-0.496156379947961	0.14	0.228	1.45632620551262e-10	3.56960116233199e-06	1579	2112
ACLY	-0.559299041057143	0.143	0.23	1.48068372275803e-10	3.6293038728522e-06	1579	2112
PSMD12	-0.384050546249092	0.302	0.413	1.48240360084355e-10	3.63351946602762e-06	1579	2112
PPT1	-0.493231456991001	0.204	0.3	1.48267243859463e-10	3.6341784142393e-06	1579	2112
IREB2	-0.334470322315752	0.364	0.483	1.50657857780884e-10	3.69277475206726e-06	1579	2112
ERCC2	-0.89495117516335	0.046	0.104	1.5077283652147e-10	3.69559299597775e-06	1579	2112
ATM	0.679114287449845	0.474	0.41	1.5394294976542e-10	3.7732956417002e-06	1579	2112
CCNJ	-0.769794696606245	0.066	0.133	1.55989085866177e-10	3.82344848366587e-06	1579	2112
PGAM5	-1.3136939589581	0.029	0.079	1.57719247062518e-10	3.86585646474938e-06	1579	2112
WDR35	-0.647095342761013	0.063	0.129	1.58242865206449e-10	3.87869086907527e-06	1579	2112
C5orf34	-1.25756729769712	0.031	0.082	1.58743828419014e-10	3.89096997837845e-06	1579	2112
TMEM203	-1.23409622291854	0.023	0.07	1.59508620520374e-10	3.90971579757488e-06	1579	2112
