test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
SPP1	0.779935275080905	0.00642228812731332	0.00441761054629094	0.0303324955826647	142	ABCB5+ resistant LSC AML
FBLN1	0.789727708961052	0.00635596639075387	0.00435128880973149	0.0407883828043893	143	ABCB5+ resistant LSC AML
GPC6	0.789225532864635	0.006348199619238	0.00434352203821561	0.0440443129194047	144	ABCB5+ resistant LSC AML
FGF2	0.814976007142054	0.00632364466410786	0.00431896708308547	0.0110719538950028	145	ABCB5+ resistant LSC AML
HMGB1	0.755272849012387	0.00622144906596852	0.00421677148494614	0.025875124049785	146	ABCB5+ resistant LSC AML
SPARC	0.825995982591228	0.00607164389241105	0.00406696631138866	0.00170625160670467	147	ABCB5+ resistant LSC AML
PTDSS1	0.774718223412563	0.0060675601096511	0.00406288252862872	0.0421896122332376	148	ABCB5+ resistant LSC AML
APP	0.799771230889408	0.00586923226581017	0.00386455468478779	0.00244799385670482	149	ABCB5+ resistant LSC AML
LYZ	0.777619685302979	0.00586890050198366	0.00386422292096127	0.0401147257601276	150	ABCB5+ resistant LSC AML
CCN1	0.756653833277534	0.00579786019496035	0.00379318261393797	0.0353703908750677	151	ABCB5+ resistant LSC AML
INHBA	0.774550831380425	0.00571047884746208	0.00370580126643969	0.0303331893855461	152	ABCB5+ resistant LSC AML
LTBP1	0.774383439348283	0.00563477540619482	0.00363009782517244	0.0361335124618715	153	ABCB5+ resistant LSC AML
CCN2	0.762763642450618	0.00560776234181766	0.00360308476079528	0.0231895348969593	154	ABCB5+ resistant LSC AML
ANGPTL4	0.791401629282446	0.0055637048482177	0.00355902726719531	0.00541898683536079	155	ABCB5+ resistant LSC AML
SERPINE2	0.769933601160583	0.00555453880382195	0.00354986122279956	0.0297498346464872	156	ABCB5+ resistant LSC AML
CALR	0.807262024327641	0.00553520092730854	0.00353052334628616	0.00601528765861207	157	ABCB5+ resistant LSC AML
TGFB2	0.746554514005133	0.00514094196269301	0.00313626438167062	0.019877610487912	158	ABCB5+ resistant LSC AML
IL32	0.779795781720789	0.00505794808018687	0.00305327049916449	0.00274092851860981	159	ABCB5+ resistant LSC AML
PRNP	0.789378975560763	0.00498267506193362	0.00297799748091123	-0.00255057459930869	160	ABCB5+ resistant LSC AML
TSPAN3	0.717400401740875	0.00498158072232341	0.00297690314130103	0.0349902671472336	161	ABCB5+ resistant LSC AML
NTNG1	0.74366700145073	0.00486507753313282	0.00286039995211044	0.0363708111947141	162	ABCB5+ resistant LSC AML
VEGFC	0.768566566231447	0.00484743390842643	0.00284275632740404	-0.00474861586260769	163	ABCB5+ resistant LSC AML
FST	0.720985381095855	0.00470933682174865	0.00270465924072627	0.0302973915447113	164	ABCB5+ resistant LSC AML
MIF	0.729926905479298	0.00396712340973809	0.00196244582871571	0.0023447232199568	165	ABCB5+ resistant LSC AML
EPHA4	0.758481196295056	0.00395190885482082	0.00194723127379844	0.00930190681817577	166	ABCB5+ resistant LSC AML
PLAU	0.744866644347725	0.0039389024732435	0.00193422489222111	-0.00396626221082007	167	ABCB5+ resistant LSC AML
