"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.19930337375958e-21,0.688586565391853,0.529,0.373,1.98474970288863e-16,"4","SIRPA"
9.7311915896224e-21,0.865052490646475,0.362,0.22,2.09950458546103e-16,"4","CTSH"
9.81313641214913e-21,0.601866537908825,0.646,0.504,2.11718418092118e-16,"4","BACH1"
1.04248210178317e-20,0.60037216120592,0.66,0.545,2.24915513459719e-16,"4","TAOK1"
1.06126112097311e-20,0.934928779450276,0.29,0.159,2.28967086849949e-16,"4","TMEM154"
1.09639741264937e-20,0.421065238139134,0.85,0.775,2.36547741779102e-16,"4","DIAPH2"
1.4400577501903e-20,0.644754247719349,0.592,0.439,3.10692459603557e-16,"4","RCOR1"
1.87651796571643e-20,0.346252485570179,0.852,0.732,4.04858751103319e-16,"4","ARPC5"
1.90448416773586e-20,0.426947241148177,0.839,0.766,4.10892459189013e-16,"4","KMT2C"
1.94237177559966e-20,0.865089265406218,0.348,0.207,4.19066710585627e-16,"4","CRYBG1"
2.04767325581178e-20,0.882277494620475,0.4,0.255,4.41785504941391e-16,"4","IPCEF1"
2.1752379197708e-20,0.612577648415,0.643,0.518,4.69307581190551e-16,"4","MEF2A"
2.5644547691641e-20,0.694091437644599,0.529,0.382,5.53281116447155e-16,"4","NR6A1"
3.07127346543964e-20,0.356054239372981,0.662,0.486,6.62627250168602e-16,"4","SIPA1L1"
5.36025609255771e-20,0.43007805811456,0.856,0.782,1.15647525196933e-15,"4","SH3KBP1"
5.40385821245388e-20,0.606561799066581,0.608,0.473,1.16588240933692e-15,"4","TKT"
6.24417889555159e-20,1.03131789768433,0.381,0.244,1.34718159671526e-15,"4","ADGRE5"
6.52855088959218e-20,0.771520207846941,0.468,0.325,1.40853485442951e-15,"4","UBAP1"
7.48266889942657e-20,0.838748292266385,0.44,0.3,1.61438581505128e-15,"4","ACSL3"
8.26545629850189e-20,0.54942830158718,0.698,0.592,1.78327219640178e-15,"4","TENT2"
8.50592355586102e-20,0.514469918865003,0.742,0.633,1.83515300717702e-15,"4","NIPBL"
8.66534495053669e-20,0.902742551182058,0.417,0.282,1.86954817307829e-15,"4","RASSF3"
8.8530196793073e-20,0.90915003378004,0.307,0.175,1.91003899581055e-15,"4","TUBA1A"
1.10932494646753e-19,0.925216748886496,0.36,0.226,2.39336857200369e-15,"4","OGFRL1"
1.61608072235364e-19,0.660053116747212,0.569,0.437,3.48669415847797e-15,"4","STAT3"
1.64420872190859e-19,0.43871503654593,0.839,0.71,3.54738031751779e-15,"4","MRC1"
1.65132263132753e-19,0.5264183600907,0.766,0.708,3.56272857708916e-15,"4","PCM1"
1.65691521051388e-19,0.799489556631185,0.42,0.279,3.5747945666837e-15,"4","LASP1"
1.83814745937438e-19,0.5955124014888,0.603,0.457,3.96580314360022e-15,"4","SHOC2"
3.36168378016472e-19,0.844125375776976,0.369,0.234,7.25283275570539e-15,"4","LST1"
4.25889577346633e-19,0.739273810335569,0.503,0.363,9.1885676312536e-15,"4","CPQ"
4.36166937343498e-19,0.746226570977335,0.474,0.327,9.41030167318597e-15,"4","PIK3CD"
4.72108816593493e-19,0.517979274853649,0.741,0.669,1.01857477180046e-14,"4","WNK1"
5.04582180299627e-19,0.459444326261394,0.815,0.764,1.08863605399644e-14,"4","SSH2"
7.20985124872869e-19,0.597292668264489,0.626,0.5,1.55552540691322e-14,"4","EXOC6"
7.24474286027131e-19,1.30881882897221,0.267,0.152,1.56305327210354e-14,"4","ANXA3"
7.69709806894207e-19,0.578606824002993,0.795,0.717,1.66064890837425e-14,"4","SNTB1"
8.45660916903454e-19,0.902241201088784,0.388,0.253,1.8245134282192e-14,"4","MOB3A"
8.91810944634078e-19,0.912327063336854,0.328,0.197,1.92408211304802e-14,"4","SLC25A40"
9.10314875056247e-19,0.819316675857763,0.458,0.324,1.96400434293385e-14,"4","PECAM1"
1.389831414407e-18,0.657251389755084,0.328,0.191,2.9985612765831e-14,"4","CLU"
1.93103168549604e-18,0.669246299028659,0.536,0.403,4.1662008614577e-14,"4","MAPK1"
3.10716285087221e-18,0.862029145443457,0.326,0.197,6.70370385075679e-14,"4","RPS6KA1"
3.41850648756828e-18,0.388356925053473,0.826,0.752,7.37542774692856e-14,"4","ACTG1"
3.60420023849029e-18,0.730141509940451,0.517,0.384,7.77606201454279e-14,"4","CLIP1"
4.83156307901428e-18,0.834346894339141,0.362,0.231,1.04240973429733e-13,"4","NPLOC4"
5.73879728184998e-18,0.837789676307481,0.415,0.286,1.23814551355913e-13,"4","REEP3"
6.41762932173624e-18,0.760777408074094,0.513,0.374,1.38460352616459e-13,"4","SPIRE1"
7.69159127334395e-18,0.834344045103016,0.294,0.171,1.65946081722396e-13,"4","ARHGAP6"
7.77595072963278e-18,0.604555329163332,0.617,0.503,1.67766136991827e-13,"4","CEP350"
1.04365362374483e-17,0.665272880242299,0.532,0.395,2.25168269322946e-13,"4","CSGALNACT2"
1.04988766367454e-17,0.436391857113864,0.562,0.403,2.26513263437781e-13,"4","TNFRSF1B"
1.10178822884125e-17,0.825977746893564,0.353,0.218,2.377108103725e-13,"4","DUSP6"
1.69761242372069e-17,0.729922924250765,0.517,0.383,3.66259880417738e-13,"4","STK10"
2.32920497442114e-17,0.956994168061152,0.263,0.149,5.0252597323136e-13,"4","CISH"
2.78186137198467e-17,1.05330259361267,0.25,0.14,6.00186591005693e-13,"4","NOTCH1"
3.39162510836344e-17,0.643196280256775,0.544,0.415,7.31743117129412e-13,"4","WDFY2"
3.95590953370291e-17,0.61480374009756,0.654,0.542,8.53487481896403e-13,"4","MBD5"
4.14282833569146e-17,0.737083487423042,0.377,0.241,8.93815213425433e-13,"4","HRH2"
4.39469885602568e-17,0.88689797565834,0.29,0.171,9.4815627818754e-13,"4","RAP1GAP2"
4.45428631066288e-17,0.639765261706311,0.322,0.193,9.61012271525516e-13,"4","CSF2RB"
4.93484294667992e-17,0.762112762492606,0.344,0.213,1.06469236574619e-12,"4","MYOF"
6.37604414518228e-17,0.762253078103349,0.362,0.234,1.37563152432308e-12,"4","PPP1R18"
8.17384910647997e-17,0.426564246727872,0.817,0.755,1.76350794472305e-12,"4","QKI"
8.9078351283908e-17,0.754734001242035,0.393,0.26,1.92186542895031e-12,"4","FGD3"
1.24749475472969e-16,0.494740641113381,0.733,0.617,2.6914699333293e-12,"4","TLR2"
1.74918612662649e-16,0.97657396635933,0.262,0.151,3.77386906819666e-12,"4","TLR1"
1.84788797098968e-16,0.925034339797436,0.298,0.181,3.98681829741024e-12,"4","HSDL2"
2.19008884112604e-16,0.50839985819274,0.605,0.477,4.72511667472944e-12,"4","WASF2"
2.56130340577826e-16,0.878732720293156,0.322,0.204,5.5260120979666e-12,"4","DSE"
2.70051836461325e-16,0.902893593276482,0.283,0.169,5.8263683716531e-12,"4","FGR"
2.84494213089783e-16,0.490011533926658,0.709,0.633,6.13796264741206e-12,"4","RAP1B"
2.93626055625518e-16,0.496649155121366,0.697,0.607,6.33498215012055e-12,"4","WAC"
3.32553153589912e-16,0.851163763925128,0.272,0.159,7.17483428870234e-12,"4","MBOAT7"
4.79075137718666e-16,0.700413789999424,0.499,0.382,1.03360460962802e-11,"4","UBR2"
5.75899854966563e-16,0.573044974523801,0.662,0.56,1.24250393709036e-11,"4","NCOA1"
6.00228992838168e-16,0.472776206498693,0.714,0.625,1.29499405204835e-11,"4","NF1"
6.19992531375507e-16,0.651642341296961,0.478,0.349,1.33763388644266e-11,"4","TBC1D14"
8.02230960860305e-16,0.692767581849551,0.509,0.389,1.73081329805611e-11,"4","WASHC4"
1.17797128026843e-15,0.46786434592328,0.738,0.672,2.54147303717914e-11,"4","PPP1R12A"
1.47061432074319e-15,0.714150462718988,0.447,0.32,3.17285039700344e-11,"4","RIOK3"
1.52702135648663e-15,0.597557686649226,0.521,0.391,3.2945485766199e-11,"4","PTK2B"
1.65450874338789e-15,0.539523199421445,0.592,0.468,3.56960261385937e-11,"4","ABR"
2.03878804171987e-15,0.574075778268045,0.616,0.517,4.39868520001063e-11,"4","CHD2"
2.15179694579272e-15,0.654332916290838,0.486,0.356,4.6425019105478e-11,"4","BNIP2"
2.21460540280281e-15,0.704397318846225,0.435,0.312,4.77801115654706e-11,"4","ZNF217"
2.33581229952381e-15,0.898492905923141,0.259,0.151,5.03951503622261e-11,"4","TMEM127"
2.62974424276288e-15,0.783470177113795,0.306,0.19,5.67367320376092e-11,"4","PLIN3"
2.80307916518856e-15,0.350997046699424,0.784,0.68,6.04764329889432e-11,"4","JARID2"
3.7153088795584e-15,0.757509966847329,0.443,0.325,8.01577890764724e-11,"4","AGFG1"
3.72133074393149e-15,0.451632299358701,0.734,0.641,8.02877108003219e-11,"4","FBXW7"
3.84443116679393e-15,0.502508551522287,0.372,0.24,8.29436024235791e-11,"4","ENTPD1"
3.91018016605763e-15,0.273870282508425,0.621,0.474,8.43621370826934e-11,"4","NAMPT"
4.47993185461646e-15,0.438682566546687,0.732,0.668,9.66545297633501e-11,"4","YWHAZ"
5.29192971942372e-15,0.693497788806335,0.399,0.273,1.14173383696567e-10,"4","CPEB2"
5.5875646713187e-15,0.816217968914235,0.374,0.257,1.20551707783701e-10,"4","SECISBP2L"
6.11598879594952e-15,0.493532433376028,0.621,0.498,1.31952458272611e-10,"4","SPI1"
6.45601267313041e-15,0.647043396195637,0.495,0.368,1.39288473422789e-10,"4","KIAA0232"
6.94150340316163e-15,0.542305425947885,0.636,0.538,1.49762935923212e-10,"4","FBXO11"
7.34009482480747e-15,0.528028430739515,0.506,0.372,1.58362545845221e-10,"4","TNRC18"
7.73196365589285e-15,0.440274782279794,0.732,0.663,1.66817115875888e-10,"4","NR3C1"
8.78011546335877e-15,0.7170433753404,0.282,0.168,1.89430991121965e-10,"4","MYO1G"
8.9018369550275e-15,0.332445884253705,0.83,0.746,1.92057132304718e-10,"4","CALM1"
9.01871086462178e-15,0.554031957718762,0.519,0.4,1.94578686904215e-10,"4","TAB2"
9.76199041303904e-15,0.673627459491915,0.404,0.281,2.10614943161317e-10,"4","SLC38A2"
1.06340295742708e-14,0.623201041703091,0.55,0.44,2.29429188064892e-10,"4","STK3"
1.15910453059611e-14,0.959262960555519,0.259,0.157,2.5007680247611e-10,"4","MIR155HG"
1.29612596214996e-14,0.594462288199792,0.517,0.397,2.79639176333855e-10,"4","EP300"
1.38940194832978e-14,0.948434712743109,0.26,0.157,2.9976347035215e-10,"4","BCL6"
1.72483455058148e-14,0.453227837470179,0.658,0.544,3.72133054287955e-10,"4","ARHGAP24"
1.95882599526933e-14,0.483205614274858,0.624,0.513,4.22616708479358e-10,"4","CAPZA1"
2.02824351896017e-14,0.979074394450719,0.255,0.154,4.37593539215656e-10,"4","ITPK1"
2.101450147468e-14,0.834499275489514,0.313,0.202,4.53387869316221e-10,"4","GYG1"
2.13016746159404e-14,0.793653605450387,0.356,0.241,4.59583629838913e-10,"4","CRTC3"
2.30526912391587e-14,0.854761070608785,0.264,0.16,4.97361813484848e-10,"4","CYTH4"
2.62614137266742e-14,0.340966865500031,0.788,0.718,5.66590001152996e-10,"4","H3-3B"
3.49531511396244e-14,0.990471984281292,0.252,0.151,7.54114235837397e-10,"4","GLCE"
3.96713919485046e-14,0.548246894747614,0.627,0.527,8.55910281288987e-10,"4","ELF2"
4.02199726024164e-14,0.711349118497154,0.439,0.328,8.67745908897133e-10,"4","KDM3B"
4.18023146112253e-14,0.719614904308389,0.251,0.146,9.01884937737186e-10,"4","SMIM14"
4.22024563099284e-14,0.460315338808011,0.646,0.543,9.10517994886706e-10,"4","SP100"
5.70402561427267e-14,0.52730159210424,0.581,0.47,1.23064352627933e-09,"4","NRDC"
6.3017641838468e-14,0.680813832554589,0.412,0.292,1.35960562266495e-09,"4","TBC1D15"
6.31157413733781e-14,0.843559766242133,0.36,0.245,1.36172212013063e-09,"4","EMP1"
6.84789307096419e-14,0.486059185098545,0.732,0.665,1.47743293006052e-09,"4","OSBPL8"
9.2191347484668e-14,0.430588081104854,0.671,0.575,1.98902832198171e-09,"4","KDM6A"
1.1000621754561e-13,0.970909208872032,0.266,0.165,2.37338414354653e-09,"4","RNF2"
1.21058659529554e-13,0.337024213001664,0.807,0.721,2.61184057935012e-09,"4","CUX1"
1.3076469229624e-13,0.698878783992098,0.272,0.167,2.82124823629139e-09,"4","TNFSF10"
1.63008442509966e-13,0.344141862177985,0.793,0.718,3.51690714715252e-09,"4","PTPRJ"
1.64247225010204e-13,0.491797573278024,0.685,0.61,3.54363387959516e-09,"4","NDUFV2"
1.66382184969988e-13,0.816530861879472,0.278,0.173,3.58969564072748e-09,"4","FLOT2"
1.79099483185142e-13,0.370166153072316,0.752,0.68,3.86407134971944e-09,"4","KDM2A"
1.81726496633201e-13,0.461685707064252,0.613,0.489,3.92074916486132e-09,"4","EMILIN2"
1.92160862072768e-13,0.472992072874178,0.471,0.339,4.14587059921997e-09,"4","MIR223HG"
2.09491812431488e-13,0.765431681834383,0.438,0.329,4.51978585320936e-09,"4","HYCC2"
2.1669826800776e-13,0.664626307060205,0.391,0.273,4.67526513226741e-09,"4","AP1S2"
2.17657931552085e-13,0.48250106357934,0.561,0.445,4.69596987323622e-09,"4","LNPEP"
2.40243130862205e-13,0.672356119065964,0.442,0.329,5.18324554835208e-09,"4","MBD2"
2.4737526628872e-13,0.741644001801591,0.395,0.282,5.33712137017913e-09,"4","ZDHHC3"
2.73958468959452e-13,0.61161902103562,0.428,0.311,5.91065396780018e-09,"4","CORO1A"
2.76784602249175e-13,0.46967682809694,0.681,0.626,5.97162779352594e-09,"4","CAPZB"
2.87883344965902e-13,0.509301229646428,0.452,0.32,6.21108316763933e-09,"4","EMP3"
3.01114095055484e-13,0.59705792612368,0.438,0.315,6.49653660082207e-09,"4","CEBPB"
3.06129917733392e-13,0.397413762575483,0.697,0.592,6.60475297509794e-09,"4","PTBP3"
3.60478016740561e-13,0.56009921381501,0.493,0.376,7.77731321117759e-09,"4","MOB1A"
4.06567236423052e-13,0.416629120807834,0.67,0.585,8.77168812582735e-09,"4","TLN1"
4.07351941701198e-13,0.464925191045737,0.607,0.496,8.78861814220334e-09,"4","TMEM131"
5.05440412996968e-13,0.767033525851821,0.289,0.184,1.09048769104096e-08,"4","PLEC"
5.17669276444524e-13,0.308033485694806,0.809,0.736,1.11687146392906e-08,"4","MYL6"
5.29694810851786e-13,0.455946030368478,0.624,0.525,1.14281655441273e-08,"4","HLA-E"
5.36459450879834e-13,0.326833779756633,0.647,0.52,1.15741126527324e-08,"4","ACER3"
5.63205082114207e-13,0.752211982056898,0.289,0.183,1.2151149646614e-08,"4","EVI2B"
6.2928516043543e-13,0.570295183612667,0.513,0.399,1.35768273363944e-08,"4","TET3"
7.11501459283748e-13,0.510063636024609,0.588,0.474,1.53506439840469e-08,"4","MARCHF7"
7.13795142315838e-13,0.997598822234986,0.254,0.159,1.54001301954642e-08,"4","HNMT"
8.34163229462304e-13,0.43146688205012,0.596,0.476,1.79970716756492e-08,"4","ZFYVE16"
1.25244823944957e-12,0.856181170321745,0.301,0.199,2.70215707661245e-08,"4","LTA4H"
1.29032863753925e-12,0.636184456620901,0.447,0.338,2.78388403549093e-08,"4","OSTF1"
1.3468561682328e-12,0.422329122962462,0.621,0.509,2.90584218296227e-08,"4","SDCBP"
1.52669977315762e-12,0.296645676383534,0.753,0.638,3.29385476058756e-08,"4","DENND1A"
1.5660838156666e-12,0.677798853661077,0.313,0.206,3.37882583230069e-08,"4","LATS2"
1.96192604969146e-12,0.499527038587266,0.599,0.493,4.23285545220933e-08,"4","MICU1"
2.3831113467172e-12,0.514447177949643,0.389,0.269,5.14156273054237e-08,"4","PAG1"
3.25153476033101e-12,0.372473423674725,0.77,0.741,7.01518624541415e-08,"4","PPP3CA"
3.32354037252275e-12,0.41936536458034,0.703,0.634,7.17053835371782e-08,"4","MBP"
3.56601081905885e-12,0.948953412696074,0.315,0.216,7.69366834211946e-08,"4","PID1"
3.59557541327575e-12,0.60974915634675,0.44,0.331,7.75745395414242e-08,"4","KIAA0930"
3.82738370791103e-12,0.919171246200195,0.519,0.431,8.25758034981805e-08,"4","XYLT1"
4.33417724459649e-12,0.314649917090852,0.538,0.395,9.35098740521692e-08,"4","CXCL8"
4.97015489546489e-12,0.581865531829787,0.293,0.188,1.07231091869655e-07,"4","BHLHE40"
5.27498023625068e-12,0.620927880258961,0.391,0.283,1.13807698597108e-07,"4","IER2"
6.04375288592369e-12,0.707061515128058,0.259,0.164,1.30393968513804e-07,"4","FILIP1L"
6.3867988763739e-12,0.321468176290539,0.753,0.653,1.37795185757767e-07,"4","GNAI2"
6.62481102898558e-12,0.664567220231056,0.489,0.393,1.42930297950364e-07,"4","GTDC1"
6.95670492196591e-12,0.669097096848931,0.344,0.236,1.50090908691415e-07,"4","PPP2R5A"
7.86028988037102e-12,0.632949814666334,0.434,0.331,1.69585754169005e-07,"4","DCP2"
8.2568931183067e-12,0.607863081260526,0.381,0.272,1.78142469027467e-07,"4","PLXNC1"
8.59822787602012e-12,0.664082174475695,0.353,0.247,1.85506766425134e-07,"4","AHR"
8.86741231821021e-12,0.457870684488303,0.617,0.531,1.91314420765385e-07,"4","DYRK1A"
9.30642685452013e-12,0.409663428555689,0.689,0.621,2.00786159386272e-07,"4","PAFAH1B1"
1.02448449400309e-11,0.436192892737989,0.612,0.504,2.21032529581166e-07,"4","NIN"
1.02925188432379e-11,0.395100415813311,0.723,0.65,2.22061094042858e-07,"4","FNBP1"
1.08018328725086e-11,0.673720112262672,0.291,0.19,2.33049544224373e-07,"4","CLEC4A"
1.26319944800903e-11,0.491049489526887,0.346,0.235,2.72535280907948e-07,"4","JAML"
1.45301318306096e-11,0.558970058741743,0.456,0.344,3.13487594245403e-07,"4","JAK2"
1.55324824961859e-11,0.526118278064338,0.591,0.509,3.35113309855212e-07,"4","VMP1"
1.57449824251715e-11,0.395590239903742,0.693,0.632,3.39697995823076e-07,"4","AP3B1"
1.58704440983543e-11,0.443723634942284,0.593,0.497,3.42404831421994e-07,"4","MTPN"
1.62573292144165e-11,0.574444264665815,0.486,0.386,3.50751877801036e-07,"4","SPTLC2"
1.69454170684339e-11,0.658688890332681,0.423,0.32,3.65597373251462e-07,"4","LPGAT1"
1.74526905087179e-11,0.47502278272959,0.572,0.468,3.76541797725588e-07,"4","SETX"
1.96005067117835e-11,0.384156439051261,0.45,0.326,4.22880932306728e-07,"4","ITGAX"
1.96706835339912e-11,0.697396132889939,0.287,0.189,4.24394997245861e-07,"4","WAS"
2.08393216972672e-11,0.631926761702448,0.354,0.249,4.4960836561854e-07,"4","SNX27"
2.12615874845081e-11,0.741520824470464,0.268,0.173,4.58718749978263e-07,"4","MAEA"
2.26292234414388e-11,0.39986564162202,0.593,0.48,4.88225495749042e-07,"4","NCOA3"
2.33531701608424e-11,0.716230474887345,0.306,0.207,5.03844646220174e-07,"4","ZNF655"
2.36818524044694e-11,0.615428999713975,0.401,0.295,5.10935965626427e-07,"4","TRPM2"
2.57549441100293e-11,0.577670151766718,0.499,0.397,5.55662919173882e-07,"4","POU2F1"
2.73293228794668e-11,0.441408932726972,0.595,0.499,5.89630141124496e-07,"4","HELZ"
2.90666226580213e-11,0.533986276771837,0.533,0.435,6.2711238384681e-07,"4","SAT1"
3.31261290668594e-11,0.280542450197885,0.797,0.716,7.14696234617492e-07,"4","CFL1"
3.33456851748119e-11,0.579548766993895,0.493,0.392,7.19433157646567e-07,"4","DNM2"
3.41021893132608e-11,0.341598237289512,0.753,0.681,7.35754734433602e-07,"4","ARPC1B"
3.7853380263222e-11,0.70733577339552,0.427,0.322,8.16686679179015e-07,"4","KYNU"
3.86229595941375e-11,0.406482546129999,0.552,0.432,8.33290353243516e-07,"4","PTPRE"
3.89498072508807e-11,0.674979315773855,0.323,0.221,8.40342091437752e-07,"4","CD99L2"
3.99413688278225e-11,0.343212891920419,0.77,0.734,8.61735032460271e-07,"4","VPS13B"
4.16921824520255e-11,0.493995599536094,0.549,0.456,8.99508836402451e-07,"4","LITAF"
4.18553919311764e-11,0.457436632870052,0.596,0.499,9.0303008091513e-07,"4","RAB2A"
4.72325075108084e-11,0.581913739334624,0.385,0.278,1.01904134954569e-06,"4","KIF1B"
4.97160064287265e-11,0.266805192039486,0.634,0.52,1.07262283869978e-06,"4","LGALS1"
5.46652791499665e-11,0.699393967376095,0.262,0.169,1.17940339766053e-06,"4","LAT2"
5.75953191381012e-11,0.804644741468268,0.255,0.164,1.24261901040453e-06,"4","MFHAS1"
6.53137734830357e-11,0.527355987583813,0.482,0.379,1.4091446628965e-06,"4","USP9X"
8.13317164764732e-11,0.663601179000191,0.344,0.243,1.75473178297991e-06,"4","TRIM25"
8.36228195976575e-11,0.478270577039933,0.583,0.502,1.80416233281946e-06,"4","RC3H1"
8.45400006454774e-11,0.682313321252745,0.272,0.179,1.82395051392617e-06,"4","PLEKHM1"
8.53473460332376e-11,0.329609628304451,0.74,0.657,1.8413689906671e-06,"4","PRKCB"
1.08652503333272e-10,0.580317745124547,0.459,0.362,2.34417775941534e-06,"4","TNPO3"
1.26260858394132e-10,0.745403551087347,0.255,0.166,2.7240780198534e-06,"4","EIF4EBP2"
1.28081426799784e-10,0.371772322911041,0.804,0.765,2.76335678320533e-06,"4","LPP"
1.32330896750078e-10,0.46893048168149,0.604,0.509,2.85503909738294e-06,"4","STRN3"
1.56574994472978e-10,0.672478418383899,0.36,0.263,3.37810550575449e-06,"4","APMAP"
1.58296316219482e-10,0.745804850384213,0.256,0.167,3.41524302243533e-06,"4","SYNE3"
1.59324759254388e-10,0.680112010274718,0.381,0.283,3.43743168091343e-06,"4","SLK"
1.6137974719283e-10,0.517287295391572,0.485,0.392,3.4817680456853e-06,"4","TACC1"
1.74788317592476e-10,0.537506185374369,0.53,0.44,3.77105795205768e-06,"4","SGMS1"
1.79241883105943e-10,0.680401137343178,0.495,0.411,3.86714362801073e-06,"4","GPR141"
1.97079221583647e-10,0.571543743216084,0.483,0.385,4.25198420566719e-06,"4","PACSIN2"
2.03422844805085e-10,0.256951201609562,0.627,0.492,4.3888478766697e-06,"4","MCTP2"
2.03698683912226e-10,0.508951215134698,0.574,0.479,4.39479910540628e-06,"4","ABI1"
2.13706108896652e-10,0.554028276477437,0.305,0.208,4.61070929944527e-06,"4","ID2"
3.03548704667114e-10,0.472572651480807,0.576,0.482,6.54906330319299e-06,"4","ZNF407"
3.32873488415294e-10,0.449844848990615,0.528,0.425,7.18174551255998e-06,"4","GSAP"
3.33414508886286e-10,0.480948772973985,0.518,0.424,7.19341802922162e-06,"4","VAPA"
3.43429313407169e-10,0.68879289818985,0.267,0.177,7.40948743675968e-06,"4","HECA"
3.74207771537793e-10,0.465759112035963,0.529,0.44,8.07353267092788e-06,"4","ATF6"
4.79500036195967e-10,0.560560957147058,0.442,0.346,1.0345213280928e-05,"4","IFNAR1"
5.00697469770011e-10,0.608626037378935,0.403,0.309,1.0802547910288e-05,"4","ADAM17"
5.37492935961997e-10,0.468246207163378,0.584,0.511,1.15964100933801e-05,"4","CERT1"
6.16082752050454e-10,0.602112616221952,0.407,0.312,1.32919853754885e-05,"4","TYMP"
6.38013701791956e-10,0.571328850136876,0.385,0.284,1.37651456161614e-05,"4","SEC14L1"
6.38882034942906e-10,0.565136208956849,0.318,0.22,1.37838799038932e-05,"4","AKNA"
6.39554994961616e-10,0.486893640454993,0.432,0.326,1.37983990162969e-05,"4","CD58"
6.55111847688478e-10,0.387213137722827,0.681,0.654,1.41340381138789e-05,"4","CSNK1A1"
6.60466695960572e-10,0.581831559925734,0.397,0.299,1.42495689653494e-05,"4","SLC38A4-AS1"
6.63264353507577e-10,0.709582251945638,0.254,0.167,1.4309928426926e-05,"4","FAM104A"
6.7609535267924e-10,0.420992801124711,0.53,0.433,1.45867572340546e-05,"4","ITCH"
6.77600390009504e-10,0.613836846285438,0.297,0.204,1.4619228414455e-05,"4","MAP1LC3B"
7.43424652794709e-10,0.374240520046267,0.654,0.557,1.60393868840458e-05,"4","MYO9B"
7.60414031879934e-10,0.688124789497268,0.33,0.236,1.64059327378096e-05,"4","SESN1"
7.68466076252402e-10,0.906227465929301,0.251,0.17,1.65796555951456e-05,"4","PAX8-AS1"
1.011012636107e-09,0.514346228806052,0.49,0.4,2.18125976240085e-05,"4","KDM5A"
1.03525226698018e-09,0.557554963482479,0.431,0.339,2.23355676600974e-05,"4","RAD23B"
1.08847077177143e-09,0.371037037940997,0.561,0.458,2.34837569009686e-05,"4","RAC1"
1.15472701100737e-09,0.362981531507322,0.646,0.556,2.4913235262484e-05,"4","ANKRD11"
1.25199584774459e-09,0.312658380877196,0.483,0.366,2.70118104150896e-05,"4","NPL"
1.2769483136225e-09,0.344817825162392,0.408,0.298,2.75501598664054e-05,"4","CSTA"
1.36500153063028e-09,0.608828094701784,0.315,0.223,2.94499080233482e-05,"4","KDM7A"
1.59090763258792e-09,0.48450438785436,0.546,0.457,3.43238321730843e-05,"4","BCAS3"
1.61859806753084e-09,0.473789159952496,0.25,0.161,3.49212533069779e-05,"4","ITGAL"
1.64952509507025e-09,0.477480915166112,0.548,0.453,3.55885039261407e-05,"4","AGO3"
1.7203478860533e-09,0.472920536249752,0.544,0.45,3.71165056415999e-05,"4","ANXA1"
1.80440289438126e-09,0.604018546118933,0.313,0.22,3.89299924462758e-05,"4","ARID3A"
1.81890185609081e-09,0.381423697738124,0.616,0.516,3.92428075451593e-05,"4","PLSCR1"
2.04689912494331e-09,0.648580890308793,0.286,0.198,4.41618486206518e-05,"4","CRK"
2.10601253181581e-09,0.274184604790248,0.593,0.485,4.5437220373926e-05,"4","NABP1"
2.25136193108489e-09,0.36558969357221,0.655,0.581,4.85731336631564e-05,"4","PHIP"
2.31714189432619e-09,0.399540762715164,0.569,0.483,4.99923363700876e-05,"4","ACSL4"
2.34620122637805e-09,0.402529618851711,0.626,0.548,5.06192914591064e-05,"4","CEP170"
2.34989700348428e-09,0.662222602256234,0.27,0.183,5.06990278501732e-05,"4","ZYX"
2.36320451445598e-09,0.752463377403365,0.278,0.192,5.09861373993879e-05,"4","PIP4P2"
2.38443435505276e-09,0.411647174199556,0.553,0.455,5.14441712102632e-05,"4","TRAPPC9"
2.46716077551695e-09,0.408624765092773,0.55,0.454,5.32289937317781e-05,"4","ARID1A"
2.51475797231959e-09,0.666095195091477,0.315,0.227,5.42559032527952e-05,"4","TNFRSF1A"
2.67239444151975e-09,0.559658576364588,0.33,0.238,5.76569100757886e-05,"4","NOP10"
2.95549851152315e-09,0.505170422238932,0.423,0.328,6.3764880386112e-05,"4","SRGAP2"
3.0110557410664e-09,0.431996998073089,0.644,0.618,6.49635276135076e-05,"4","CCDC88A"
3.03361144661437e-09,0.665743887442333,0.255,0.171,6.54501669607051e-05,"4","MSL1"
3.14837227793557e-09,0.570750438997313,0.267,0.179,6.79261318964599e-05,"4","NLRC5"
3.18885279928684e-09,0.570562098099647,0.374,0.281,6.87994991446136e-05,"4","FBXL4"
3.48152690798871e-09,0.35584356818738,0.639,0.559,7.51139430398564e-05,"4","CDC42"
3.66651441184699e-09,0.528156427513593,0.452,0.36,7.91050484355987e-05,"4","IRF2BP2"
3.7704998419506e-09,0.685050842595061,0.309,0.222,8.13485340900842e-05,"4","KLHL8"
4.01429457315267e-09,0.54896043150884,0.413,0.321,8.66084054157689e-05,"4","TSPAN14"
4.12807412684608e-09,0.622539388877165,0.255,0.171,8.90631992867041e-05,"4","RGS19"
4.1830372098405e-09,0.563353008782952,0.354,0.26,9.02490278023088e-05,"4","SPOPL"
4.25447654736064e-09,0.59839887884178,0.419,0.331,9.17903315093059e-05,"4","CLIC4"
4.72128625054669e-09,0.417263631651372,0.636,0.578,0.000101861750855545,"4","TLK1"
